Employee_ID,Employee_Name,Department,Leave_Type,Total_Days,EL_Balance,CL_Balance,CO_Balance,Overtime_Hours,Productivity_Score,Is_Peak_Season,Month
1015,Priya Gupta,FIN,CL,7.0,11.57,1.98,3.45,10.29,79.0,0,9
1001,Rohan Patel,OPS,CL,5.0,27.26,6.83,4.06,16.16,78.8,0,8
1116,Priya Sharma,FIN,CO,7.0,23.15,10.1,1.5,6.33,88.42,0,9
1146,Deepa Gupta,ENG,CL,5.0,13.56,9.24,2.81,17.66,85.56,0,5
1119,Arjun Singh,SALES,CL,1.0,29.12,0.88,0.27,18.75,85.6,0,4
1014,Meera Gupta,HR,CO,7.0,11.81,2.03,3.1,14.38,86.39,0,8
1120,Meera Reddy,HR,CO,4.0,19.56,1.52,2.31,16.9,92.95,0,3
1083,Sanjay Nair,ENG,EL,5.0,5.84,6.72,3.47,15.92,81.8,0,1
1053,Deepa Reddy,OPS,CL,3.0,5.4,1.1,1.63,8.74,80.59,0,4
1073,Priya Singh,HR,CO,6.0,28.06,5.11,4.93,11.08,93.62,0,5
1039,Meera Sharma,FIN,EL,2.0,8.49,1.15,2.12,18.67,85.85,0,6
1007,Meera Reddy,ENG,CO,8.0,14.63,4.1,4.37,11.28,85.33,0,6
1146,Deepa Gupta,ENG,CL,8.0,20.09,1.97,3.68,6.02,84.27,1,12
1024,Vikram Singh,HR,EL,2.0,28.04,1.54,2.23,16.31,92.79,0,4
1037,Vikram Gupta,OPS,CL,6.0,29.03,7.23,2.8,0.29,76.62,0,1
1012,Sanjay Gupta,ENG,CO,9.0,29.56,6.33,3.94,16.81,87.96,0,7
1086,Rohan Patel,HR,EL,6.0,11.22,3.89,1.67,0.51,81.82,0,6
1070,Rohan Nair,HR,EL,2.0,20.81,3.46,3.19,5.74,80.87,0,3
1045,Meera Reddy,ENG,EL,5.0,19.54,6.59,1.1,8.58,88.05,0,6
1051,Rohan Gupta,HR,CO,6.0,26.4,8.17,0.93,5.39,91.01,0,9
1076,Deepa Reddy,FIN,EL,5.0,29.77,2.97,2.53,16.89,79.78,1,12
1114,Deepa Nair,HR,CL,1.0,16.49,4.35,2.93,12.49,88.07,1,12
1106,Sanjay Patel,HR,EL,2.0,15.3,8.73,2.26,17.13,93.88,0,2
1060,Deepa Verma,OPS,EL,4.0,7.38,2.41,2.07,4.12,92.53,1,12
1000,Rohan Reddy,OPS,EL,6.0,22.3,4.6,4.35,11.37,83.79,0,3
1042,Sanjay Sharma,HR,CO,3.0,26.66,0.4,4.56,2.37,87.92,0,2
1134,Anjali Iyer,HR,CO,5.0,15.53,4.93,1.16,2.73,78.93,1,12
1121,Sanjay Nair,OPS,EL,8.0,20.68,3.8,4.87,3.87,81.92,1,10
1126,Vikram Reddy,OPS,CO,2.0,25.98,0.38,4.7,17.84,85.71,0,9
1109,Arjun Singh,FIN,CL,4.0,14.72,4.99,3.73,1.88,85.25,0,2
1030,Priya Verma,ENG,CO,2.0,12.92,4.8,0.75,10.07,91.03,0,6
1115,Meera Iyer,SALES,CO,7.0,22.65,5.89,1.29,17.7,86.54,0,6
1050,Arjun Iyer,ENG,CO,7.0,25.08,0.53,4.96,2.61,90.92,0,3
1091,Anjali Singh,OPS,CL,3.0,15.81,8.16,3.05,15.38,83.94,1,11
1092,Sanjay Reddy,FIN,CL,1.0,15.91,11.66,0.19,6.32,81.28,0,4
1066,Arjun Gupta,SALES,CL,5.0,24.31,2.03,4.11,15.39,86.93,0,1
1119,Arjun Singh,SALES,EL,7.0,7.83,4.22,4.99,17.78,75.97,0,6
1009,Arjun Reddy,ENG,EL,9.0,9.1,4.58,0.7,12.5,89.58,0,6
1054,Sanjay Gupta,SALES,EL,2.0,28.76,0.76,3.02,1.14,92.88,0,3
1094,Deepa Patel,HR,CO,7.0,19.66,3.13,4.91,17.96,77.57,1,12
1054,Sanjay Gupta,SALES,CO,5.0,29.57,7.64,0.81,41.19,61.5,1,10
1040,Meera Singh,HR,EL,6.0,10.01,2.53,3.44,4.39,83.77,1,10
1137,Meera Gupta,SALES,EL,6.0,21.49,1.64,3.43,18.27,87.17,0,3
1130,Priya Nair,OPS,CO,9.0,22.63,8.83,1.52,6.91,94.82,0,3
1022,Deepa Reddy,FIN,EL,2.0,22.34,0.48,4.2,8.96,87.73,0,8
1127,Meera Patel,FIN,CL,6.0,20.44,5.48,4.47,9.96,91.84,0,7
1147,Sanjay Verma,SALES,EL,9.0,10.75,4.87,4.13,40.67,70.19,1,10
1020,Anjali Verma,ENG,CL,8.0,26.38,4.16,4.87,19.59,80.37,0,3
1113,Deepa Singh,ENG,CO,3.0,16.27,1.21,3.54,0.62,92.4,1,10
1122,Sanjay Nair,HR,EL,3.0,9.39,11.52,3.47,16.03,82.95,0,6
1069,Vikram Sharma,HR,EL,9.0,13.19,10.32,0.61,8.67,82.93,0,8
1020,Anjali Verma,ENG,EL,2.0,17.03,4.0,2.25,11.41,83.71,0,5
1033,Meera Iyer,ENG,CL,2.0,22.15,10.0,1.25,12.19,86.7,0,1
1014,Meera Gupta,HR,EL,9.0,12.84,1.7,1.07,2.11,88.66,1,10
1047,Sanjay Reddy,HR,EL,7.0,23.24,0.62,4.42,17.25,83.87,0,3
1005,Priya Singh,HR,CO,8.0,27.63,1.0,0.96,8.82,86.7,1,10
1075,Priya Sharma,SALES,CO,4.0,27.77,11.55,2.14,3.95,87.53,0,9
1049,Vikram Gupta,HR,CL,1.0,17.07,3.97,3.7,6.26,91.54,1,10
1053,Deepa Reddy,OPS,CL,7.0,20.72,1.42,3.27,5.67,75.0,0,9
1122,Sanjay Nair,HR,EL,4.0,10.84,9.34,3.04,19.42,82.47,1,10
1085,Meera Nair,FIN,CO,4.0,20.39,8.29,2.02,17.51,83.31,0,5
1060,Deepa Verma,OPS,CL,6.0,18.78,8.5,0.57,6.11,90.63,0,3
1110,Anjali Singh,FIN,CO,3.0,21.81,2.36,4.48,2.11,89.13,0,9
1098,Priya Sharma,SALES,CL,4.0,8.15,8.13,2.86,44.04,60.76,1,10
1102,Priya Reddy,SALES,CO,3.0,7.7,11.84,3.1,13.02,78.98,0,6
1146,Deepa Gupta,ENG,CO,9.0,12.2,2.83,3.65,0.81,76.9,0,7
1082,Meera Sharma,SALES,CL,8.0,29.77,6.28,1.02,6.7,81.61,0,5
1030,Priya Verma,ENG,CL,1.0,22.38,1.44,1.15,7.01,90.15,1,12
1079,Arjun Singh,SALES,CL,3.0,28.27,1.33,2.03,54.36,66.69,1,11
1102,Priya Reddy,SALES,CO,8.0,28.16,10.78,3.66,41.11,52.44,1,10
1148,Meera Iyer,FIN,EL,6.0,9.08,2.99,1.71,3.37,86.63,1,10
1058,Priya Iyer,HR,CO,6.0,15.58,0.05,1.57,10.54,81.49,1,11
1095,Priya Singh,FIN,CO,5.0,7.54,0.59,0.03,6.56,88.21,0,5
1065,Meera Verma,FIN,CO,5.0,14.0,8.01,0.2,7.82,90.82,0,6
1017,Vikram Patel,OPS,EL,8.0,9.52,1.56,1.64,4.2,84.95,1,10
1058,Priya Iyer,HR,CO,3.0,5.35,7.89,1.83,12.23,88.92,1,10
1121,Sanjay Nair,OPS,CO,9.0,21.23,1.96,0.17,2.82,87.18,1,11
1008,Meera Reddy,OPS,CO,7.0,25.26,9.56,0.64,18.07,88.45,0,7
1139,Arjun Verma,ENG,CL,4.0,22.33,0.85,0.95,15.43,91.83,0,5
1098,Priya Sharma,SALES,CL,2.0,10.19,0.24,2.4,10.27,79.81,0,8
1004,Sanjay Singh,OPS,EL,6.0,9.47,4.05,2.09,10.17,84.54,1,12
1081,Deepa Reddy,OPS,EL,2.0,28.64,11.16,1.91,1.57,78.44,1,10
1062,Anjali Reddy,FIN,CO,9.0,22.41,2.47,2.21,1.3,91.51,1,11
1079,Arjun Singh,SALES,EL,4.0,27.59,1.33,0.89,8.57,77.53,0,8
1003,Sanjay Gupta,HR,CO,1.0,16.57,9.42,4.11,11.09,78.6,0,8
1116,Priya Sharma,FIN,CO,6.0,5.82,5.61,3.23,16.6,75.99,0,1
1072,Arjun Patel,ENG,EL,6.0,13.7,10.71,2.35,10.56,94.99,1,10
1023,Rohan Reddy,FIN,CL,5.0,17.93,9.16,2.24,15.8,87.37,0,9
1064,Anjali Nair,HR,CO,9.0,23.59,6.97,1.94,3.42,79.54,0,4
1071,Arjun Nair,OPS,CL,8.0,21.57,10.23,1.29,9.83,94.51,0,3
1076,Deepa Reddy,FIN,CO,7.0,24.17,11.63,3.73,3.51,76.29,0,9
1101,Meera Verma,SALES,CO,8.0,25.18,4.4,1.59,17.0,91.93,0,8
1013,Meera Reddy,FIN,EL,4.0,26.27,5.09,0.33,0.03,85.47,0,7
1043,Vikram Verma,ENG,CO,4.0,27.19,3.82,0.83,14.92,82.57,0,3
1141,Meera Gupta,ENG,CL,6.0,8.26,3.71,0.58,19.72,81.17,1,12
1000,Rohan Reddy,OPS,CO,5.0,6.6,10.35,4.81,4.93,84.0,0,6
1127,Meera Patel,FIN,CO,5.0,6.33,6.52,1.3,11.75,80.23,1,11
1141,Meera Gupta,ENG,CL,1.0,24.64,8.08,0.58,13.9,83.83,0,8
1055,Priya Iyer,FIN,CL,3.0,26.08,2.45,3.71,13.71,90.18,0,9
1013,Meera Reddy,FIN,EL,5.0,15.92,6.24,1.47,0.31,79.4,1,11
1017,Vikram Patel,OPS,EL,8.0,23.03,8.13,2.61,15.64,78.11,1,12
1028,Priya Nair,OPS,EL,9.0,15.49,3.8,0.18,2.73,90.28,0,6
1121,Sanjay Nair,OPS,EL,8.0,27.47,11.29,4.34,5.75,81.66,1,12
1087,Arjun Gupta,OPS,EL,7.0,5.56,10.43,2.77,12.17,93.54,0,5
1122,Sanjay Nair,HR,CL,1.0,19.9,10.99,1.44,3.71,88.03,1,11
1070,Rohan Nair,HR,CO,5.0,8.71,4.97,2.42,5.27,82.13,1,10
1075,Priya Sharma,SALES,EL,5.0,15.66,6.45,0.11,8.88,90.63,0,7
1148,Meera Iyer,FIN,EL,7.0,7.37,4.68,2.03,11.54,78.04,0,8
1091,Anjali Singh,OPS,EL,4.0,23.35,7.94,4.08,2.55,92.19,0,4
1006,Anjali Iyer,ENG,CL,4.0,25.06,10.15,0.58,19.39,94.19,0,4
1106,Sanjay Patel,HR,EL,4.0,24.3,9.94,0.85,17.95,88.12,0,1
1119,Arjun Singh,SALES,CO,7.0,6.98,5.85,1.57,4.04,94.05,0,4
1040,Meera Singh,HR,CL,4.0,9.97,3.37,5.0,5.36,81.58,0,6
1107,Priya Singh,SALES,EL,4.0,10.4,1.9,1.56,2.12,75.37,0,5
1144,Meera Sharma,SALES,CO,2.0,24.07,6.16,3.35,16.95,75.19,0,7
1003,Sanjay Gupta,HR,CO,5.0,6.66,4.4,2.01,0.03,84.94,0,8
1025,Anjali Sharma,FIN,CL,8.0,16.29,4.9,3.44,5.0,87.81,0,7
1147,Sanjay Verma,SALES,CO,7.0,27.78,11.92,0.53,4.66,94.01,0,9
1139,Arjun Verma,ENG,CO,5.0,7.56,10.13,2.91,19.72,87.73,1,10
1059,Sanjay Nair,FIN,EL,9.0,26.56,3.4,3.43,13.48,79.43,0,2
1127,Meera Patel,FIN,CO,3.0,28.68,6.06,4.44,7.16,82.57,0,3
1100,Sanjay Gupta,FIN,EL,9.0,18.4,5.39,2.2,1.82,89.37,0,4
1139,Arjun Verma,ENG,CO,3.0,29.02,5.99,0.56,8.82,84.58,0,5
1115,Meera Iyer,SALES,CL,2.0,15.84,4.95,0.18,9.96,86.08,0,7
1009,Arjun Reddy,ENG,CL,7.0,11.31,9.73,4.74,2.72,84.95,0,3
1065,Meera Verma,FIN,CO,7.0,13.14,1.72,3.55,10.67,77.88,0,3
1019,Priya Sharma,FIN,CO,1.0,13.42,7.03,1.58,1.74,79.46,1,11
1033,Meera Iyer,ENG,CL,8.0,24.77,0.14,1.47,0.12,82.52,0,1
1075,Priya Sharma,SALES,EL,9.0,25.71,3.88,1.19,5.25,85.09,0,3
1090,Arjun Reddy,HR,CL,8.0,20.94,6.07,3.59,16.66,89.85,0,6
1146,Deepa Gupta,ENG,CO,1.0,5.79,3.1,4.5,16.47,88.65,0,8
1129,Meera Sharma,FIN,EL,3.0,15.1,2.58,1.78,5.68,78.52,1,12
1073,Priya Singh,HR,EL,7.0,17.02,5.38,0.6,8.52,80.75,0,8
1034,Rohan Iyer,ENG,CL,2.0,23.35,0.37,3.09,15.21,84.61,0,7
1082,Meera Sharma,SALES,EL,6.0,24.43,9.99,1.81,4.27,82.7,0,2
1047,Sanjay Reddy,HR,CO,5.0,25.15,3.04,1.24,11.81,76.4,0,7
1076,Deepa Reddy,FIN,CL,9.0,9.25,3.06,1.32,11.12,83.23,0,5
1005,Priya Singh,HR,CL,5.0,10.77,9.27,1.69,2.86,92.16,0,5
1025,Anjali Sharma,FIN,EL,3.0,16.31,0.19,0.59,3.7,77.27,0,5
1004,Sanjay Singh,OPS,CL,4.0,13.09,0.28,2.5,9.67,78.16,0,1
1005,Priya Singh,HR,CO,2.0,18.8,9.03,1.41,4.38,85.44,1,12
1033,Meera Iyer,ENG,EL,7.0,15.05,10.15,1.73,13.09,89.19,1,12
1110,Anjali Singh,FIN,CO,3.0,10.92,7.53,1.51,19.36,89.06,0,4
1037,Vikram Gupta,OPS,CO,6.0,26.05,7.0,0.31,13.11,75.17,1,10
1017,Vikram Patel,OPS,CO,5.0,24.96,9.4,1.76,5.98,86.2,0,7
1124,Anjali Sharma,FIN,CL,4.0,23.31,11.2,3.29,8.78,75.9,0,9
1036,Priya Iyer,SALES,CL,7.0,8.6,11.04,2.2,19.89,83.4,0,1
1093,Sanjay Reddy,HR,CO,8.0,24.6,9.89,3.62,16.65,79.02,0,7
1027,Deepa Nair,ENG,CL,3.0,22.91,2.69,0.49,18.34,86.2,0,7
1058,Priya Iyer,HR,CO,1.0,28.33,11.26,4.57,10.93,82.12,1,10
1119,Arjun Singh,SALES,CL,9.0,12.77,1.2,1.36,16.64,94.61,0,6
1031,Anjali Reddy,FIN,CO,4.0,8.5,3.86,2.89,1.5,93.87,1,12
1129,Meera Sharma,FIN,CL,3.0,18.29,10.46,3.44,2.23,77.95,1,11
1049,Vikram Gupta,HR,CO,8.0,5.7,9.66,0.1,16.61,77.88,0,2
1060,Deepa Verma,OPS,EL,3.0,7.76,10.35,4.2,13.06,85.05,1,12
1086,Rohan Patel,HR,EL,7.0,13.92,1.3,2.1,14.54,77.15,0,6
1037,Vikram Gupta,OPS,CL,4.0,7.2,10.72,1.95,6.27,84.25,0,2
1056,Anjali Iyer,OPS,CL,6.0,25.25,3.19,1.08,16.51,94.74,0,3
1083,Sanjay Nair,ENG,CL,7.0,5.13,6.78,1.7,6.45,87.9,0,1
1132,Priya Sharma,OPS,CL,7.0,24.62,2.3,3.19,13.09,94.08,0,2
1088,Priya Verma,HR,EL,9.0,23.41,6.86,0.33,2.33,86.93,0,1
1064,Anjali Nair,HR,CL,4.0,9.21,8.33,3.23,13.75,82.45,0,6
1106,Sanjay Patel,HR,EL,8.0,20.94,6.64,0.06,13.93,82.52,0,9
1095,Priya Singh,FIN,EL,1.0,16.47,7.71,3.4,11.17,87.5,0,2
1062,Anjali Reddy,FIN,EL,5.0,24.77,4.49,2.81,0.95,75.82,1,12
1060,Deepa Verma,OPS,EL,2.0,18.98,6.39,2.01,3.23,77.37,0,1
1101,Meera Verma,SALES,CL,1.0,7.1,0.63,1.27,1.48,77.08,0,8
1096,Arjun Sharma,ENG,CO,3.0,24.87,1.35,2.67,2.03,92.45,0,3
1061,Anjali Sharma,OPS,EL,7.0,13.71,8.52,1.82,16.67,84.09,0,7
1049,Vikram Gupta,HR,EL,6.0,23.39,2.54,0.73,6.33,94.52,0,6
1008,Meera Reddy,OPS,CL,5.0,19.28,11.44,2.58,16.38,85.94,0,3
1053,Deepa Reddy,OPS,CO,1.0,13.94,11.3,3.56,5.91,86.62,0,8
1142,Rohan Patel,ENG,CO,8.0,16.61,3.04,2.53,0.61,77.64,0,5
1033,Meera Iyer,ENG,CO,5.0,7.67,7.92,4.18,14.37,85.47,0,1
1096,Arjun Sharma,ENG,EL,7.0,23.65,9.54,3.74,8.82,89.67,0,9
1120,Meera Reddy,HR,EL,3.0,20.3,5.2,0.36,9.76,89.04,0,6
1110,Anjali Singh,FIN,EL,4.0,12.22,1.03,4.68,7.56,86.53,0,5
1094,Deepa Patel,HR,CO,7.0,8.39,3.5,0.72,16.22,79.45,0,3
1108,Meera Reddy,HR,CO,2.0,18.19,6.48,2.31,6.52,84.51,1,12
1061,Anjali Sharma,OPS,CO,8.0,18.77,3.01,1.99,8.56,92.6,1,12
1010,Anjali Iyer,FIN,CO,8.0,28.48,3.0,2.68,13.79,88.58,1,10
1137,Meera Gupta,SALES,EL,7.0,13.07,5.78,3.09,47.33,61.3,1,12
1101,Meera Verma,SALES,CO,9.0,6.57,10.01,3.92,3.71,87.69,0,3
1019,Priya Sharma,FIN,EL,5.0,12.96,2.88,2.78,2.16,93.67,0,1
1039,Meera Sharma,FIN,CO,1.0,18.37,4.18,0.66,5.32,83.77,0,1
1023,Rohan Reddy,FIN,CL,1.0,11.85,2.4,1.16,15.96,86.26,1,12
1002,Vikram Gupta,ENG,EL,9.0,7.85,8.11,3.51,14.42,89.57,0,1
1068,Anjali Sharma,FIN,EL,1.0,25.36,10.85,0.08,18.68,91.2,0,9
1125,Rohan Singh,SALES,CO,8.0,23.47,11.52,3.39,11.41,93.91,0,6
1035,Arjun Reddy,FIN,CL,3.0,15.11,1.94,3.5,18.54,82.51,0,8
1068,Anjali Sharma,FIN,EL,1.0,6.61,4.83,0.12,6.59,85.74,1,10
1082,Meera Sharma,SALES,CL,3.0,14.81,3.5,4.11,9.03,85.03,0,6
1010,Anjali Iyer,FIN,CO,9.0,8.01,1.18,3.79,4.47,76.11,0,6
1106,Sanjay Patel,HR,CL,4.0,7.51,5.95,3.45,6.69,88.91,0,8
1034,Rohan Iyer,ENG,EL,2.0,16.2,2.27,1.34,10.69,91.65,0,6
1059,Sanjay Nair,FIN,CO,3.0,23.94,4.28,4.95,5.25,80.1,1,12
1014,Meera Gupta,HR,CO,8.0,25.27,0.54,1.48,5.6,77.92,1,11
1013,Meera Reddy,FIN,CL,8.0,18.05,7.96,1.91,14.39,81.72,0,2
1047,Sanjay Reddy,HR,EL,4.0,6.99,5.02,4.71,14.43,76.76,0,8
1009,Arjun Reddy,ENG,EL,4.0,25.51,4.85,1.11,10.24,85.98,0,9
1020,Anjali Verma,ENG,EL,5.0,26.89,9.62,4.72,1.97,80.3,0,6
1148,Meera Iyer,FIN,CO,8.0,6.6,2.15,3.83,9.87,92.61,1,11
1006,Anjali Iyer,ENG,EL,6.0,22.82,6.66,4.52,12.04,84.86,1,11
1062,Anjali Reddy,FIN,CO,4.0,10.24,10.62,3.08,8.57,78.65,0,1
1080,Sanjay Sharma,ENG,CO,7.0,9.46,10.86,1.7,7.54,93.13,0,6
1090,Arjun Reddy,HR,EL,5.0,23.05,2.09,2.95,13.91,81.88,0,9
1055,Priya Iyer,FIN,EL,9.0,24.04,0.7,4.99,15.05,92.28,1,11
1143,Deepa Verma,SALES,CO,8.0,26.91,2.42,0.39,15.76,91.71,0,3
1107,Priya Singh,SALES,CL,1.0,9.72,1.36,2.73,14.19,76.0,0,6
1059,Sanjay Nair,FIN,CL,2.0,25.14,9.5,2.91,15.62,78.84,0,3
1110,Anjali Singh,FIN,EL,8.0,17.33,6.77,3.27,18.45,76.13,0,8
1062,Anjali Reddy,FIN,CO,9.0,19.45,4.51,2.67,17.53,93.25,0,1
1066,Arjun Gupta,SALES,CL,7.0,6.76,6.96,3.6,27.61,66.21,1,10
1112,Sanjay Sharma,OPS,CO,3.0,22.17,3.53,2.8,6.02,78.34,0,4
1093,Sanjay Reddy,HR,EL,4.0,9.97,6.1,0.79,13.42,90.08,0,1
1134,Anjali Iyer,HR,CL,6.0,25.85,0.1,1.07,12.32,82.5,0,3
1012,Sanjay Gupta,ENG,EL,5.0,26.11,5.19,4.14,16.46,78.78,0,9
1056,Anjali Iyer,OPS,CO,6.0,12.44,3.56,3.63,4.6,75.02,0,9
1047,Sanjay Reddy,HR,CL,7.0,29.3,0.17,3.01,11.25,77.69,0,6
1013,Meera Reddy,FIN,EL,4.0,27.19,3.4,2.19,7.1,76.45,0,4
1009,Arjun Reddy,ENG,CO,5.0,12.62,11.88,0.38,13.24,83.96,0,9
1131,Anjali Iyer,HR,CL,4.0,11.47,8.59,3.61,5.65,91.71,0,4
1015,Priya Gupta,FIN,EL,8.0,8.02,2.02,1.58,11.88,87.91,0,6
1006,Anjali Iyer,ENG,EL,9.0,14.34,8.27,3.35,3.2,75.16,0,3
1047,Sanjay Reddy,HR,CL,7.0,7.06,0.03,2.16,10.07,87.75,0,3
1019,Priya Sharma,FIN,CO,5.0,9.23,9.98,2.86,11.68,79.2,0,8
1106,Sanjay Patel,HR,CL,5.0,20.39,1.14,4.75,19.61,85.91,0,7
1109,Arjun Singh,FIN,CO,7.0,5.64,0.47,2.94,1.23,94.17,0,6
1047,Sanjay Reddy,HR,CO,1.0,20.59,2.27,2.35,14.41,85.59,0,2
1115,Meera Iyer,SALES,EL,7.0,25.81,3.42,1.82,32.74,79.22,1,10
1033,Meera Iyer,ENG,CL,4.0,14.08,10.14,2.09,8.82,87.68,0,7
1008,Meera Reddy,OPS,CO,3.0,10.26,3.48,3.93,3.19,75.88,0,7
1132,Priya Sharma,OPS,CO,6.0,16.27,9.92,0.49,14.08,81.76,0,7
1029,Rohan Verma,ENG,EL,1.0,7.67,6.06,3.49,11.74,91.66,0,2
1007,Meera Reddy,ENG,CO,5.0,21.53,8.52,0.05,8.78,91.87,0,1
1014,Meera Gupta,HR,EL,7.0,6.54,0.62,1.9,6.74,89.36,0,2
1029,Rohan Verma,ENG,CO,5.0,15.14,4.05,0.07,3.07,83.42,1,10
1059,Sanjay Nair,FIN,CO,6.0,16.38,9.21,3.3,8.92,79.49,0,8
1017,Vikram Patel,OPS,CL,7.0,14.39,5.97,1.72,4.84,82.97,0,1
1008,Meera Reddy,OPS,CO,8.0,9.27,0.53,3.27,15.48,91.28,0,4
1050,Arjun Iyer,ENG,CL,7.0,23.43,8.4,1.23,18.07,77.09,0,4
1080,Sanjay Sharma,ENG,CL,6.0,9.13,11.06,2.12,5.58,84.42,0,5
1120,Meera Reddy,HR,CO,3.0,25.07,5.13,1.17,19.89,94.13,0,5
1063,Priya Reddy,FIN,CL,2.0,21.62,3.43,0.99,18.73,75.37,0,5
1023,Rohan Reddy,FIN,EL,8.0,13.04,1.59,1.88,13.45,90.65,0,8
1112,Sanjay Sharma,OPS,EL,5.0,18.3,6.14,4.77,9.57,88.98,0,7
1023,Rohan Reddy,FIN,CO,5.0,9.89,7.7,4.09,11.2,80.1,1,10
1130,Priya Nair,OPS,CL,1.0,23.62,0.57,1.1,14.12,90.65,0,9
1082,Meera Sharma,SALES,EL,3.0,14.7,1.92,1.99,11.6,93.96,0,6
1026,Deepa Singh,FIN,CL,7.0,23.04,0.9,4.57,0.41,94.25,0,7
1130,Priya Nair,OPS,CL,8.0,29.18,5.26,1.97,16.93,83.54,0,1
1002,Vikram Gupta,ENG,CO,1.0,25.23,9.37,1.08,14.31,91.0,0,3
1141,Meera Gupta,ENG,CL,1.0,26.63,6.0,0.7,4.36,87.95,0,6
1127,Meera Patel,FIN,CL,2.0,17.47,2.58,1.36,3.39,89.37,0,8
1013,Meera Reddy,FIN,CL,5.0,11.52,1.95,1.68,11.09,86.51,1,10
1143,Deepa Verma,SALES,CO,3.0,26.05,3.76,4.19,38.77,70.2,1,12
1130,Priya Nair,OPS,CL,4.0,16.44,6.21,4.16,13.19,81.98,0,8
1077,Anjali Gupta,ENG,CO,5.0,21.19,4.1,3.9,11.5,94.71,0,9
1061,Anjali Sharma,OPS,EL,9.0,19.39,11.1,0.73,19.42,93.95,0,1
1065,Meera Verma,FIN,CO,8.0,20.85,9.13,4.93,3.61,90.32,1,11
1106,Sanjay Patel,HR,EL,5.0,15.53,9.53,2.32,10.75,94.9,0,2
1122,Sanjay Nair,HR,EL,5.0,14.82,8.35,4.69,10.85,90.37,0,4
1116,Priya Sharma,FIN,EL,1.0,6.97,9.16,2.92,0.76,84.76,1,11
1083,Sanjay Nair,ENG,EL,9.0,13.19,1.63,1.18,15.52,94.43,0,6
1113,Deepa Singh,ENG,EL,3.0,23.47,7.5,4.93,10.67,77.26,0,9
1141,Meera Gupta,ENG,CO,5.0,22.42,7.15,2.3,7.29,82.06,0,2
1095,Priya Singh,FIN,EL,6.0,9.96,5.93,3.96,9.51,85.73,1,10
1015,Priya Gupta,FIN,CL,8.0,11.23,8.63,3.02,18.33,76.0,0,1
1012,Sanjay Gupta,ENG,CO,9.0,23.24,9.73,4.29,19.83,80.88,0,1
1062,Anjali Reddy,FIN,EL,5.0,26.2,4.41,2.96,10.08,87.92,1,12
1085,Meera Nair,FIN,EL,7.0,25.96,11.4,4.35,9.67,81.72,1,10
1118,Meera Reddy,HR,EL,5.0,14.16,6.71,3.33,19.57,89.57,0,6
1036,Priya Iyer,SALES,CO,8.0,24.21,2.46,3.56,11.6,78.44,0,5
1024,Vikram Singh,HR,CL,1.0,23.36,6.89,4.11,11.25,94.29,1,12
1039,Meera Sharma,FIN,EL,4.0,9.51,6.63,1.08,4.01,94.81,0,3
1027,Deepa Nair,ENG,EL,9.0,10.51,10.35,3.71,8.29,84.47,0,2
1075,Priya Sharma,SALES,CL,9.0,13.59,11.56,4.55,12.61,86.6,0,5
1055,Priya Iyer,FIN,EL,6.0,23.86,5.66,0.75,5.28,93.96,0,7
1014,Meera Gupta,HR,EL,5.0,5.51,6.26,3.18,4.69,86.58,0,2
1097,Meera Sharma,HR,EL,4.0,25.58,1.24,1.14,0.06,81.07,0,1
1029,Rohan Verma,ENG,EL,7.0,25.6,8.13,0.99,1.59,91.74,0,9
1012,Sanjay Gupta,ENG,CO,8.0,13.27,3.24,2.56,8.8,85.25,0,8
1046,Arjun Singh,OPS,CL,8.0,13.74,8.9,3.78,13.34,79.68,1,10
1081,Deepa Reddy,OPS,CO,6.0,26.44,0.0,1.81,14.75,86.99,0,1
1060,Deepa Verma,OPS,CL,2.0,28.31,9.0,4.21,9.4,82.8,0,5
1030,Priya Verma,ENG,CO,4.0,19.49,7.98,2.19,19.06,87.16,0,7
1046,Arjun Singh,OPS,EL,3.0,13.13,5.65,4.09,2.49,92.15,0,7
1049,Vikram Gupta,HR,EL,8.0,22.17,8.91,0.9,18.29,90.02,0,9
1082,Meera Sharma,SALES,CL,1.0,14.21,0.65,3.81,14.07,86.96,0,9
1045,Meera Reddy,ENG,CL,8.0,5.17,2.88,0.5,5.2,78.54,1,11
1135,Priya Sharma,FIN,CO,2.0,5.86,8.43,1.4,11.59,79.05,0,7
1063,Priya Reddy,FIN,EL,1.0,28.98,2.5,1.56,15.4,92.34,0,2
1037,Vikram Gupta,OPS,EL,3.0,12.49,7.48,2.35,2.33,82.36,0,1
1038,Arjun Sharma,SALES,CO,4.0,27.32,10.62,3.5,32.05,70.13,1,12
1125,Rohan Singh,SALES,CL,3.0,12.92,3.1,0.19,11.66,79.6,0,6
1140,Sanjay Singh,ENG,EL,4.0,17.59,10.73,4.68,16.15,87.71,0,6
1013,Meera Reddy,FIN,CL,3.0,11.85,2.43,2.21,1.14,94.57,0,4
1079,Arjun Singh,SALES,CO,8.0,17.43,0.38,3.06,14.32,83.33,0,9
1114,Deepa Nair,HR,CO,4.0,13.7,5.84,4.89,19.31,83.33,0,1
1016,Meera Sharma,HR,EL,4.0,9.2,11.67,3.09,19.63,81.76,0,1
1147,Sanjay Verma,SALES,CO,4.0,18.54,8.1,3.17,9.25,86.12,0,6
